pool,pool_name,code,name,secucode,type
csi_a500,中证A500,601872,招商轮船,601872.SH,6
csi_a500,中证A500,601877,正泰电器,601877.SH,6
csi_a500,中证A500,601880,辽港股份,601880.SH,6
csi_a500,中证A500,601888,中国中免,601888.SH,6
csi_a500,中证A500,601899,紫金矿业,601899.SH,6
csi_a500,中证A500,601919,中远海控,601919.SH,6
csi_a500,中证A500,601985,中国核电,601985.SH,6
csi_a500,中证A500,601988,中国银行,601988.SH,6
csi_a500,中证A500,603019,中科曙光,603019.SH,6
csi_a500,中证A500,603087,甘李药业,603087.SH,6
csi_a500,中证A500,603129,春风动力,603129.SH,6
csi_a500,中证A500,603259,药明康德,603259.SH,6
csi_a500,中证A500,603260,合盛硅业,603260.SH,6
csi_a500,中证A500,603288,海天味业,603288.SH,6
csi_a500,中证A500,603392,万泰生物,603392.SH,6
csi_a500,中证A500,603486,科沃斯,603486.SH,6
csi_a500,中证A500,603501,豪威集团,603501.SH,6
csi_a500,中证A500,603568,伟明环保,603568.SH,6
csi_a500,中证A500,603596,伯特利,603596.SH,6
csi_a500,中证A500,603605,珀莱雅,603605.SH,6
csi_a500,中证A500,603606,东方电缆,603606.SH,6
csi_a500,中证A500,603650,彤程新材,603650.SH,6
csi_a500,中证A500,603659,璞泰来,603659.SH,6
csi_a500,中证A500,603766,隆鑫通用,603766.SH,6
csi_a500,中证A500,603799,华友钴业,603799.SH,6
csi_a500,中证A500,603806,福斯特,603806.SH,6
csi_a500,中证A500,603816,顾家家居,603816.SH,6
csi_a500,中证A500,603833,欧派家居,603833.SH,6
csi_a500,中证A500,603885,吉祥航空,603885.SH,6
csi_a500,中证A500,603899,晨光股份,603899.SH,6
csi_a500,中证A500,603939,益丰药房,603939.SH,6
csi_a500,中证A500,603979,金诚信,603979.SH,6
csi_a500,中证A500,603986,兆易创新,603986.SH,6
csi_a500,中证A500,603993,洛阳钼业,603993.SH,6
csi_a500,中证A500,605090,九丰能源,605090.SH,6
csi_a500,中证A500,605117,德业股份,605117.SH,6
csi_a500,中证A500,605499,东鹏饮料,605499.SH,6
csi_a500,中证A500,605589,圣泉集团,605589.SH,6
csi_a500,中证A500,688002,睿创微纳,688002.SH,6
csi_a500,中证A500,688005,容百科技,688005.SH,6
csi_a500,中证A500,688008,澜起科技,688008.SH,6
csi_a500,中证A500,688009,中国通号,688009.SH,6
csi_a500,中证A500,688012,中微公司,688012.SH,6
csi_a500,中证A500,688017,绿的谐波,688017.SH,6
csi_a500,中证A500,688036,传音控股,688036.SH,6
csi_a500,中证A500,688041,海光信息,688041.SH,6
csi_a500,中证A500,688047,龙芯中科,688047.SH,6
csi_a500,中证A500,688063,派能科技,688063.SH,6
csi_a500,中证A500,688065,凯赛生物,688065.SH,6
csi_a500,中证A500,688072,拓荆科技,688072.SH,6
csi_a500,中证A500,688099,晶晨股份,688099.SH,6
csi_a500,中证A500,688111,金山办公,688111.SH,6
csi_a500,中证A500,688114,华大智造,688114.SH,6
csi_a500,中证A500,688116,天奈科技,688116.SH,6
csi_a500,中证A500,688120,华海清科,688120.SH,6
csi_a500,中证A500,688122,西部超导,688122.SH,6
csi_a500,中证A500,688126,沪硅产业,688126.SH,6
csi_a500,中证A500,688166,博瑞医药,688166.SH,6
csi_a500,中证A500,688169,石头科技,688169.SH,6
csi_a500,中证A500,688180,君实生物,688180.SH,6
csi_a500,中证A500,688188,柏楚电子,688188.SH,6
csi_a500,中证A500,688213,思特威,688213.SH,6
csi_a500,中证A500,688223,晶科能源,688223.SH,6
csi_a500,中证A500,688235,百济神州,688235.SH,6
csi_a500,中证A500,688256,寒武纪,688256.SH,6
csi_a500,中证A500,688266,泽璟制药,688266.SH,6
csi_a500,中证A500,688271,联影医疗,688271.SH,6
csi_a500,中证A500,688303,大全能源,688303.SH,6
csi_a500,中证A500,688331,荣昌生物,688331.SH,6
csi_a500,中证A500,688347,华虹宏力,688347.SH,6
csi_a500,中证A500,688390,固德威,688390.SH,6
csi_a500,中证A500,688396,华润微,688396.SH,6
csi_a500,中证A500,688469,芯联集成,688469.SH,6
csi_a500,中证A500,688472,阿特斯,688472.SH,6
csi_a500,中证A500,688498,源杰科技,688498.SH,6
csi_a500,中证A500,688506,百利天恒,688506.SH,6
csi_a500,中证A500,688521,芯原股份,688521.SH,6
csi_a500,中证A500,688525,佰维存储,688525.SH,6
csi_a500,中证A500,688578,艾力斯,688578.SH,6
csi_a500,中证A500,688599,天合光能,688599.SH,6
csi_a500,中证A500,688608,恒玄科技,688608.SH,6
csi_a500,中证A500,688617,惠泰医疗,688617.SH,6
csi_a500,中证A500,688676,金盘科技,688676.SH,6
csi_a500,中证A500,688777,中控技术,688777.SH,6
csi_a500,中证A500,688981,中芯国际,688981.SH,6
