date,equity
2025-09-25,1.8409124284935348
2025-09-26,1.784837317847517
2025-09-29,1.8334595086045342
2025-09-30,1.845023693348695
2025-10-09,1.887343227080815
2025-10-10,1.7834269269670158
2025-10-13,1.762719472392584
2025-10-14,1.6742504838415881
2025-10-15,1.7293010539875167
2025-10-16,1.727184731680285
2025-10-17,1.6543498564721781
2025-10-20,1.6777693580136541
2025-10-21,1.749286682011697
2025-10-22,1.7258882397911899
2025-10-23,1.7165437992813044
2025-10-24,1.7843300903381547
2025-10-27,1.8417804450166608
2025-10-28,1.8422781621823645
2025-10-29,1.909427559344736
2025-10-30,1.8746096448489604
